sku_id,discount,ds
11,0.1,20240103
10,0.1,20240103
8,0.1,20240103
7,0.1,20240103
4,0.1,20240103
3,0.1,20240103
1,0.1,20240103
401,0.1,20240102
400,0.1,20240102
399,0.1,20240102
398,0.1,20240102
392,0.1,20240102
389,0.1,20240102
387,0.1,20240102
386,0.1,20240102
383,0.1,20240102
379,0.1,20240102
378,0.1,20240102
377,0.1,20240102
17,0.1,20240103
111,0.1,20240103
113,0.1,20240103
115,0.1,20240103
248,0.1,20240103
247,0.1,20240103
246,0.1,20240103
244,0.1,20240103
243,0.1,20240103
242,0.1,20240103
240,0.1,20240103
236,0.1,20240103
251,0.1,20240103
235,0.1,20240103
230,0.1,20240103
228,0.1,20240103
226,0.1,20240103
224,0.1,20240103
219,0.1,20240103
217,0.1,20240103
216,0.1,20240103
213,0.1,20240103
234,0.1,20240103
255,0.1,20240103
257,0.1,20240103
260,0.1,20240103
298,0.1,20240103
293,0.1,20240103
292,0.1,20240103
290,0.1,20240103
289,0.1,20240103
288,0.1,20240103
286,0.1,20240103
284,0.1,20240103
283,0.1,20240103
280,0.1,20240103
278,0.1,20240103
277,0.1,20240103
275,0.1,20240103
273,0.1,20240103
272,0.1,20240103
271,0.1,20240103
267,0.1,20240103
265,0.1,20240103
262,0.1,20240103
211,0.1,20240103
210,0.1,20240103
207,0.1,20240103
205,0.1,20240103
157,0.1,20240103
153,0.1,20240103
149,0.1,20240103
147,0.1,20240103
145,0.1,20240103
142,0.1,20240103
137,0.1,20240103
136,0.1,20240103
135,0.1,20240103
133,0.1,20240103
131,0.1,20240103
129,0.1,20240103
128,0.1,20240103
126,0.1,20240103
125,0.1,20240103
124,0.1,20240103
120,0.1,20240103
119,0.1,20240103
116,0.1,20240103
158,0.1,20240103
334,0.1,20240102
161,0.1,20240103
165,0.1,20240103
201,0.1,20240103
200,0.1,20240103
197,0.1,20240103
196,0.1,20240103
194,0.1,20240103
193,0.1,20240103
190,0.1,20240103
187,0.1,20240103
185,0.1,20240103
184,0.1,20240103
183,0.1,20240103
181,0.1,20240103
178,0.1,20240103
177,0.1,20240103
175,0.1,20240103
171,0.1,20240103
170,0.1,20240103
168,0.1,20240103
167,0.1,20240103
163,0.1,20240103
401,0.1,20240107
